RecordId , DateTime , Site , ButterflyCount , Lat , Lon , WalkStage
996, 5/2/2017 10:03:00 AM, Westgate Park, 0, -37.8322, 144.9061,"3_1_1"
997, 5/2/2017 9:39:00 AM, Westgate Park, 0, -37.832, 144.9061,"3_1_1"
998, 5/2/2017 10:17:00 AM, Westgate Park, 0, -37.8322, 144.9061,"3_1_1"
999, 7/3/2017 2:23:00 PM, Westgate Park, 0, -37.8325, 144.9046,"3_1_1"
1000, 26/2/2017 2:21:00 PM, Womens Peace Gardens, 0, -37.7913, 144.9235,"3_1_1"
1001, 29/1/2017 4:54:00 PM, Womens Peace Gardens, 0, -37.7911, 144.9241,"3_1_1"
1002, 29/1/2017 2:41:00 PM, Womens Peace Gardens, 0, -37.7911, 144.9236,"3_1_1"
1003, 26/2/2017 2:02:00 PM, Womens Peace Gardens, 0, -37.7912, 144.9236,"3_1_1"
1004, 29/1/2017 2:56:00 PM, Womens Peace Gardens, 0, -37.7911, 144.9235,"3_1_1"
1005, 29/1/2017 2:32:00 PM, Womens Peace Gardens, 0, -37.7912, 144.9237,"3_1_1"
1006, 26/2/2017 2:19:00 PM, Womens Peace Gardens, 0, -37.7911, 144.9234,"3_1_1"
1007, 26/2/2017 2:00:00 PM, Womens Peace Gardens, 0, -37.7911, 144.9236,"3_1_1"
1008, 29/1/2017 3:03:00 PM, Womens Peace Gardens, 0, -37.7911, 144.9235,"3_1_1"
1009, 29/1/2017 2:08:00 PM, Womens Peace Gardens, 0, -37.7909, 144.9238,"3_1_1"
1010, 29/1/2017 4:09:00 PM, Womens Peace Gardens, 0, -37.7908, 144.924,"3_1_1"
1011, 29/1/2017 2:37:00 PM, Womens Peace Gardens, 0, -37.7911, 144.9236,"3_1_1"
1012, 26/2/2017 1:33:00 PM, Womens Peace Gardens, 0, -37.7909, 144.9239,"3_1_1"
1013, 29/1/2017 3:00:00 PM, Womens Peace Gardens, 0, -37.7911, 144.9235,"3_1_1"
1014, 29/1/2017 2:16:00 PM, Womens Peace Gardens, 0, -37.7909, 144.9238,"3_1_1"
1015, 29/1/2017 2:12:00 PM, Womens Peace Gardens, 0, -37.7909, 144.9238,"3_1_1"
1016, 28/1/2017 5:11:00 PM, Womens Peace Gardens, 0, -37.791, 144.9242,"3_1_1"
1017, 11/3/2017 1:42:00 PM, Fitzroy-Treasury Gardens, 0, -37.8146, 144.9789,"3_2_1"
1018, 11/3/2017 2:21:00 PM, Fitzroy-Treasury Gardens, 0, -37.8148, 144.9788,"3_2_1"
1019, 11/3/2017 3:27:00 PM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9786,"3_2_1"
1020, 11/3/2017 1:22:00 PM, Fitzroy-Treasury Gardens, 0, -37.8146, 144.9791,"3_2_1"
1021, 11/3/2017 1:30:00 PM, Fitzroy-Treasury Gardens, 0, -37.8149, 144.9791,"3_2_1"
1022, 11/3/2017 1:44:00 PM, Fitzroy-Treasury Gardens, 0, -37.8146, 144.9793,"3_2_1"
1023, 11/3/2017 1:28:00 PM, Fitzroy-Treasury Gardens, 0, -37.8149, 144.9791,"3_2_1"
1024, 11/3/2017 2:24:00 PM, Fitzroy-Treasury Gardens, 0, -37.8144, 144.9785,"3_2_1"
1025, 1/2/2017 3:09:00 PM, Fitzroy-Treasury Gardens, 0, -37.8146, 144.9792,"3_2_1"
1026, 1/2/2017 3:04:00 PM, Fitzroy-Treasury Gardens, 0, -37.8146, 144.9792,"3_2_1"
1027, 11/3/2017 3:32:00 PM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9785,"3_2_1"
1028, 1/2/2017 3:35:00 PM, Fitzroy-Treasury Gardens, 0, -37.8148, 144.979,"3_2_1"
1029, 11/3/2017 3:55:00 PM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9786,"3_2_1"
1030, 11/3/2017 3:03:00 PM, Fitzroy-Treasury Gardens, 0, -37.8137, 144.9787,"3_2_1"
1031, 11/3/2017 3:06:00 PM, Fitzroy-Treasury Gardens, 0, -37.8137, 144.9787,"3_2_1"
1032, 11/3/2017 3:08:00 PM, Fitzroy-Treasury Gardens, 0, -37.8137, 144.9787,"3_2_1"
1033, 11/3/2017 3:00:00 PM, Fitzroy-Treasury Gardens, 0, -37.8137, 144.9787,"3_2_1"
1034, 1/2/2017 3:31:00 PM, Fitzroy-Treasury Gardens, 0, -37.8148, 144.979,"3_2_1"
1035, 11/3/2017 4:00:00 PM, Fitzroy-Treasury Gardens, 0, -37.8146, 144.9788,"3_2_1"
1036, 1/2/2017 3:26:00 PM, Fitzroy-Treasury Gardens, 0, -37.8145, 144.979,"3_2_1"
1037, 11/3/2017 1:03:00 PM, Fitzroy-Treasury Gardens, 0, -37.815, 144.9792,"3_2_1"
1038, 11/3/2017 3:46:00 PM, Fitzroy-Treasury Gardens, 0, -37.8142, 144.9787,"3_2_1"
1039, 1/2/2017 2:47:00 PM, Fitzroy-Treasury Gardens, 0, -37.8148, 144.9793,"3_2_1"
1040, 11/3/2017 1:24:00 PM, Fitzroy-Treasury Gardens, 0, -37.8149, 144.9796,"3_2_1"
1041, 16/1/2017 4:53:00 PM, Lincoln Square, 0, -37.8027, 144.9625,"3_2_1"
1042, 15/2/2017 12:40:00 PM, Lincoln Square, 0, -37.803, 144.9634,"3_2_1"
1043, 15/2/2017 12:11:00 PM, Lincoln Square, 0, -37.8025, 144.9633,"3_2_1"
1044, 15/2/2017 12:18:00 PM, Lincoln Square, 0, -37.8026, 144.9636,"3_2_1"
1045, 27/1/2017 9:31:00 AM, Princes Park, 0, -37.7793, 144.9603,"3_2_1"
1046, 27/1/2017 9:27:00 AM, Princes Park, 0, -37.7798, 144.9603,"3_2_1"
1047, 20/2/2017 6:03:00 PM, Royal Park, 0, -37.7839, 144.9457,"3_2_1"
1048, 20/2/2017 6:17:00 PM, Royal Park, 0, -37.7838, 144.9457,"3_2_1"
1049, 20/2/2017 5:36:00 PM, Royal Park, 0, -37.7841, 144.9455,"3_2_1"
1050, 25/1/2017 4:03:00 PM, Royal Park, 0, -37.7847, 144.9447,"3_2_1"
1051, 25/1/2017 4:30:00 PM, Royal Park, 0, -37.784, 144.9456,"3_2_1"
1052, 20/2/2017 5:23:00 PM, Royal Park, 0, -37.7847, 144.9447,"3_2_1"
1053, 25/1/2017 4:19:00 PM, Royal Park, 0, -37.784, 144.9456,"3_2_1"
1054, 25/1/2017 3:47:00 PM, Royal Park, 0, -37.7851, 144.9443,"3_2_1"
1055, 6/3/2017 5:20:00 PM, Westgate Park, 0, -37.831, 144.9053,"3_2_1"
1056, 6/3/2017 5:39:00 PM, Westgate Park, 0, -37.831, 144.9061,"3_2_1"
1057, 6/3/2017 4:26:00 PM, Westgate Park, 0, -37.8314, 144.9061,"3_2_1"
1058, 5/2/2017 2:43:00 PM, Westgate Park, 0, -37.8316, 144.9067,"3_2_1"
1059, 6/3/2017 4:11:00 PM, Westgate Park, 0, -37.8315, 144.906,"3_2_1"
1060, 5/2/2017 3:00:00 PM, Westgate Park, 0, -37.8316, 144.907,"3_2_1"
1061, 5/2/2017 2:25:00 PM, Westgate Park, 0, -37.8316, 144.9065,"3_2_1"
1062, 5/2/2017 3:06:00 PM, Westgate Park, 0, -37.8316, 144.9069,"3_2_1"
1063, 29/1/2017 11:22:00 AM, Womens Peace Gardens, 0, -37.7913, 144.9241,"3_2_1"
1064, 29/1/2017 10:22:00 AM, Womens Peace Gardens, 0, -37.7913, 144.924,"3_2_1"
1065, 26/2/2017 11:28:00 AM, Womens Peace Gardens, 0, -37.7912, 144.9241,"3_2_1"
1066, 29/1/2017 12:33:00 PM, Womens Peace Gardens, 0, -37.7912, 144.9235,"3_2_1"
1067, 26/2/2017 11:42:00 AM, Womens Peace Gardens, 0, -37.7912, 144.9244,"3_2_1"
1068, 29/1/2017 12:39:00 PM, Womens Peace Gardens, 0, -37.7913, 144.9235,"3_2_1"
1069, 29/1/2017 12:36:00 PM, Womens Peace Gardens, 0, -37.7912, 144.9235,"3_2_1"
1070, 29/1/2017 11:55:00 AM, Womens Peace Gardens, 0, -37.7911, 144.9241,"3_2_1"
1071, 29/1/2017 11:07:00 AM, Womens Peace Gardens, 0, -37.7913, 144.9241,"3_2_1"
1072, 29/1/2017 10:51:00 AM, Womens Peace Gardens, 0, -37.7913, 144.924,"3_2_1"
1073, 29/1/2017 10:18:00 AM, Womens Peace Gardens, 0, -37.7913, 144.924,"3_2_1"
1074, 26/2/2017 11:10:00 AM, Womens Peace Gardens, 0, -37.7913, 144.9242,"3_2_1"
1075, 26/2/2017 11:13:00 AM, Womens Peace Gardens, 0, -37.7913, 144.9242,"3_2_1"
1076, 29/1/2017 12:15:00 PM, Womens Peace Gardens, 0, -37.7912, 144.9235,"3_2_1"
1077, 26/2/2017 10:54:00 AM, Womens Peace Gardens, 0, -37.7913, 144.924,"3_2_1"
1078, 26/2/2017 10:13:00 AM, Womens Peace Gardens, 0, -37.7913, 144.924,"3_2_1"
1079, 29/1/2017 12:12:00 PM, Womens Peace Gardens, 0, -37.7912, 144.9235,"3_2_1"
1080, 29/1/2017 11:57:00 AM, Womens Peace Gardens, 0, -37.7911, 144.9241,"3_2_1"
1081, 29/1/2017 10:34:00 AM, Womens Peace Gardens, 0, -37.791, 144.9239,"3_2_1"
1082, 26/2/2017 10:28:00 AM, Womens Peace Gardens, 0, -37.7913, 144.9239,"3_2_1"
1083, 29/1/2017 11:31:00 AM, Womens Peace Gardens, 0, -37.7911, 144.9244,"3_2_1"
1084, 26/2/2017 10:41:00 AM, Womens Peace Gardens, 0, -37.7913, 144.924,"3_2_1"
1085, 26/2/2017 1:47:00 PM, Womens Peace Gardens, 0, -37.791, 144.9237,"3_2_1"
1086, 29/1/2017 12:18:00 PM, Womens Peace Gardens, 0, -37.7912, 144.9235,"3_2_1"
1087, 6/2/2017 4:04:00 PM, Fitzroy-Treasury Gardens, 0, -37.8138, 144.9808,"3_3_1"
1088, 9/3/2017 10:21:00 AM, Fitzroy-Treasury Gardens, 0, -37.8143, 144.9814,"3_3_1"
1089, 11/3/2017 10:49:00 AM, Fitzroy-Treasury Gardens, 0, -37.8138, 144.9764,"3_3_1"
1090, 9/3/2017 12:17:00 PM, Fitzroy-Treasury Gardens, 0, -37.814, 144.9813,"3_3_1"
1091, 6/2/2017 4:25:00 PM, Fitzroy-Treasury Gardens, 0, -37.8141, 144.9817,"3_3_1"
1092, 6/2/2017 3:48:00 PM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9812,"3_3_1"
1093, 6/2/2017 4:22:00 PM, Fitzroy-Treasury Gardens, 0, -37.8141, 144.9817,"3_3_1"
1094, 9/3/2017 11:54:00 AM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9814,"3_3_1"
1095, 9/3/2017 12:10:00 PM, Fitzroy-Treasury Gardens, 0, -37.8137, 144.9814,"3_3_1"
1096, 1/2/2017 3:12:00 PM, Fitzroy-Treasury Gardens, 0, -37.8146, 144.9792,"3_3_1"
1097, 9/3/2017 12:12:00 PM, Fitzroy-Treasury Gardens, 0, -37.814, 144.9813,"3_3_1"
1098, 3/2/2017 3:44:00 PM, Fitzroy-Treasury Gardens, 0, -37.8138, 144.9818,"3_3_1"
1099, 9/3/2017 11:13:00 AM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.981,"3_3_1"
1100, 3/2/2017 3:25:00 PM, Fitzroy-Treasury Gardens, 0, -37.814, 144.9812,"3_3_1"
1101, 6/2/2017 3:51:00 PM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9812,"3_3_1"
1102, 9/3/2017 10:40:00 AM, Fitzroy-Treasury Gardens, 0, -37.814, 144.9811,"3_3_1"
1103, 6/2/2017 4:40:00 PM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9815,"3_3_1"
1104, 3/2/2017 2:58:00 PM, Fitzroy-Treasury Gardens, 0, -37.814, 144.9815,"3_3_1"
1105, 9/3/2017 11:48:00 AM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9813,"3_3_1"
1106, 6/2/2017 4:07:00 PM, Fitzroy-Treasury Gardens, 0, -37.8138, 144.9813,"3_3_1"
1107, 3/2/2017 2:18:00 PM, Fitzroy-Treasury Gardens, 0, -37.814, 144.9815,"3_3_1"
1108, 9/3/2017 11:51:00 AM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9813,"3_3_1"
1109, 9/3/2017 11:31:00 AM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9812,"3_3_1"
1110, 9/3/2017 11:28:00 AM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9812,"3_3_1"
1111, 6/2/2017 4:51:00 PM, Fitzroy-Treasury Gardens, 0, -37.814, 144.9815,"3_3_1"
1112, 3/2/2017 3:40:00 PM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9811,"3_3_1"
1113, 9/3/2017 11:06:00 AM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.981,"3_3_1"
1114, 3/2/2017 2:32:00 PM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9814,"3_3_1"
1115, 3/2/2017 2:13:00 PM, Fitzroy-Treasury Gardens, 0, -37.814, 144.9813,"3_3_1"
1116, 27/2/2017 1:45:00 PM, Princes Park, 0, -37.7806, 144.9623,"3_3_1"
1117, 27/1/2017 2:30:00 PM, Princes Park, 0, -37.7807, 144.9609,"3_3_1"
1118, 27/2/2017 1:32:00 PM, Princes Park, 0, -37.7805, 144.9621,"3_3_1"
1119, 27/2/2017 1:18:00 PM, Princes Park, 0, -37.7808, 144.9619,"3_3_1"
1120, 19/1/2017 3:32:00 PM, Royal Park, 0, -37.7948, 144.9529,"3_3_1"
1121, 23/2/2017 1:28:00 PM, Royal Park, 0, -37.7955, 144.9519,"3_3_1"
1122, 23/2/2017 1:26:00 PM, Royal Park, 0, -37.7954, 144.9518,"3_3_1"
1123, 19/1/2017 2:31:00 PM, Royal Park, 0, -37.79, 144.9528,"3_3_1"
1124, 19/1/2017 3:19:00 PM, Royal Park, 0, -37.7949, 144.9528,"3_3_1"
1125, 19/1/2017 2:46:00 PM, Royal Park, 0, -37.7949, 144.9528,"3_3_1"
1126, 23/2/2017 2:20:00 PM, Royal Park, 0, -37.7958, 144.9518,"3_3_1"
1127, 23/2/2017 2:43:00 PM, Royal Park, 0, -37.796, 144.9514,"3_3_1"
1128, 23/2/2017 1:08:00 PM, Royal Park, 0, -37.7955, 144.9517,"3_3_1"
1129, 23/2/2017 11:18:00 AM, Royal Park, 0, -37.7951, 144.9519,"3_3_1"
1130, 23/2/2017 1:11:00 PM, Royal Park, 0, -37.7954, 144.9518,"3_3_1"
1131, 23/2/2017 12:26:00 PM, Royal Park, 0, -37.7959, 144.9509,"3_3_1"
1132, 23/2/2017 2:05:00 PM, Royal Park, 0, -37.7955, 144.9517,"3_3_1"
1133, 23/2/2017 11:45:00 AM, Royal Park, 0, -37.7953, 144.9518,"3_3_1"
1134, 23/2/2017 1:05:00 PM, Royal Park, 0, -37.7955, 144.9517,"3_3_1"
1135, 23/2/2017 2:34:00 PM, Royal Park, 0, -37.7959, 144.9514,"3_3_1"
1136, 23/2/2017 2:56:00 PM, Royal Park, 0, -37.7959, 144.9513,"3_3_1"
1137, 19/1/2017 4:06:00 PM, Royal Park, 0, -37.7952, 144.9527,"3_3_1"
1138, 19/1/2017 4:23:00 PM, Royal Park, 0, -37.7954, 144.9524,"3_3_1"
1139, 19/1/2017 3:54:00 PM, Royal Park, 0, -37.795, 144.9531,"3_3_1"
1140, 23/2/2017 12:21:00 PM, Royal Park, 0, -37.7953, 144.9517,"3_3_1"
1141, 23/2/2017 1:48:00 PM, Royal Park, 0, -37.7959, 144.9518,"3_3_1"
1142, 23/2/2017 11:01:00 AM, Royal Park, 0, -37.7951, 144.9521,"3_3_1"
1143, 23/2/2017 11:03:00 AM, Royal Park, 0, -37.7951, 144.9521,"3_3_1"
1144, 19/1/2017 3:48:00 PM, Royal Park, 0, -37.7949, 144.9532,"3_3_1"
1145, 23/2/2017 12:50:00 PM, Royal Park, 0, -37.7953, 144.9517,"3_3_1"
1146, 23/2/2017 10:57:00 AM, Royal Park, 0, -37.7957, 144.9505,"3_3_1"
1147, 23/2/2017 2:39:00 PM, Royal Park, 0, -37.796, 144.9514,"3_3_1"
1148, 23/2/2017 11:31:00 AM, Royal Park, 0, -37.795, 144.9521,"3_3_1"
1149, 19/1/2017 4:09:00 PM, Royal Park, 0, -37.7952, 144.9527,"3_3_1"
1150, 4/2/2017 10:35:00 AM, Westgate Park, 0, -37.8323, 144.907,"3_3_1"
1151, 4/2/2017 10:15:00 AM, Westgate Park, 0, -37.8323, 144.9072,"3_3_1"
1152, 4/2/2017 10:30:00 AM, Westgate Park, 0, -37.8323, 144.907,"3_3_1"
1153, 4/2/2017 9:58:00 AM, Westgate Park, 0, -37.8322, 144.9072,"3_3_1"
1154, 7/3/2017 5:03:00 PM, Westgate Park, 0, -37.8319, 144.9074,"3_3_1"
1155, 7/3/2017 5:08:00 PM, Westgate Park, 0, -37.832, 144.9077,"3_3_1"
1156, 4/2/2017 10:37:00 AM, Westgate Park, 0, -37.8323, 144.907,"3_3_1"
1157, 7/3/2017 5:31:00 PM, Westgate Park, 0, -37.8318, 144.9084,"3_3_1"
1158, 7/3/2017 4:26:00 PM, Westgate Park, 0, -37.8317, 144.907,"3_3_1"
1159, 8/3/2017 10:38:00 PM, Fitzroy-Treasury Gardens, 0, -37.8106, 144.98,"3_4_1"
1160, 9/2/2017 3:54:00 PM, Fitzroy-Treasury Gardens, 0, -37.8121, 144.9798,"3_4_1"
1161, 8/3/2017 10:52:00 AM, Fitzroy-Treasury Gardens, 0, -37.8107, 144.9806,"3_4_1"
1162, 9/2/2017 3:40:00 PM, Fitzroy-Treasury Gardens, 0, -37.812, 144.98,"3_4_1"
1163, 9/2/2017 4:13:00 PM, Fitzroy-Treasury Gardens, 0, -37.8118, 144.9773,"3_4_1"
1164, 9/2/2017 3:11:00 PM, Fitzroy-Treasury Gardens, 0, -37.8119, 144.9799,"3_4_1"
1165, 9/2/2017 4:19:00 PM, Fitzroy-Treasury Gardens, 0, -37.8118, 144.9794,"3_4_1"
1166, 9/2/2017 4:22:00 PM, Fitzroy-Treasury Gardens, 0, -37.812, 144.978,"3_4_1"
1167, 9/2/2017 4:16:00 PM, Fitzroy-Treasury Gardens, 0, -37.8118, 144.9795,"3_4_1"
1168, 28/2/2017 11:59:00 AM, Princes Park, 0, -37.79, 144.9619,"3_4_1"
1169, 28/1/2017 12:00:00 PM, Princes Park, 0, -37.7885, 144.9626,"3_4_1"
1170, 28/1/2017 12:40:00 PM, Princes Park, 0, -37.7889, 144.9603,"3_4_1"
1171, 28/2/2017 11:41:00 AM, Princes Park, 0, -37.7891, 144.9609,"3_4_1"
1172, 28/1/2017 12:16:00 PM, Princes Park, 0, -37.7873, 144.9628,"3_4_1"
1173, 18/1/2017 11:18:00 AM, Royal Park, 0, -37.7818, 144.9494,"3_4_1"
1174, 17/2/2017 12:04:00 PM, Royal Park, 0, -37.7824, 144.949,"3_4_1"
1175, 17/2/2017 12:38:00 PM, Royal Park, 0, -37.7831, 144.9487,"3_4_1"
1176, 18/1/2017 10:25:00 AM, Royal Park, 0, -37.7822, 144.9493,"3_4_1"
1177, 18/1/2017 10:54:00 AM, Royal Park, 0, -37.782, 144.9493,"3_4_1"
1178, 17/2/2017 1:49:00 PM, Royal Park, 0, -37.7835, 144.9486,"3_4_1"
1179, 17/2/2017 1:24:00 PM, Royal Park, 0, -37.7834, 144.9484,"3_4_1"
1180, 17/2/2017 12:19:00 PM, Royal Park, 0, -37.7825, 144.949,"3_4_1"
1181, 17/2/2017 2:04:00 PM, Royal Park, 0, -37.7833, 144.9494,"3_4_1"
1182, 17/2/2017 12:54:00 PM, Royal Park, 0, -37.783, 144.9487,"3_4_1"
1183, 18/1/2017 11:57:00 AM, Royal Park, 0, -37.7821, 144.9495,"3_4_1"
1184, 18/1/2017 10:41:00 AM, Royal Park, 0, -37.7823, 144.9492,"3_4_1"
1185, 18/1/2017 11:39:00 AM, Royal Park, 0, -37.7818, 144.9494,"3_4_1"
1186, 18/1/2017 11:24:00 AM, Royal Park, 0, -37.7818, 144.9494,"3_4_1"
1187, 17/2/2017 2:21:00 PM, Royal Park, 0, -37.7839, 144.9484,"3_4_1"
1188, 3/3/2017 12:19:00 PM, Westgate Park, 0, -37.8317, 144.9086,"3_4_1"
1189, 3/3/2017 10:51:00 AM, Westgate Park, 0, -37.8313, 144.9096,"3_4_1"
1190, 3/3/2017 11:26:00 AM, Westgate Park, 0, -37.8316, 144.909,"3_4_1"
1191, 3/3/2017 12:16:00 PM, Westgate Park, 0, -37.8317, 144.9086,"3_4_1"
1192, 3/3/2017 11:09:00 AM, Westgate Park, 0, -37.8315, 144.9091,"3_4_1"
1193, 6/3/2017 11:43:00 AM, Westgate Park, 0, -37.8301, 144.9073,"3_4_1"
1194, 2/2/2017 11:33:00 AM, Westgate Park, 0, -37.8317, 144.9089,"3_4_1"
1195, 2/2/2017 11:05:00 AM, Westgate Park, 0, -37.8316, 144.9093,"3_4_1"
1196, 3/3/2017 10:09:00 AM, Westgate Park, 0, -37.8312, 144.9098,"3_4_1"
1197, 2/2/2017 11:55:00 AM, Westgate Park, 0, -37.8316, 144.9088,"3_4_1"
1198, 2/2/2017 11:17:00 AM, Westgate Park, 0, -37.8316, 144.9092,"3_4_1"
1199, 3/3/2017 12:33:00 PM, Westgate Park, 0, -37.8318, 144.9085,"3_4_1"
1200, 2/2/2017 10:32:00 AM, Westgate Park, 0, -37.8311, 144.9099,"3_4_1"
1201, 2/2/2017 10:09:00 AM, Westgate Park, 0, -37.8309, 144.9101,"3_4_1"
1202, 3/3/2017 11:44:00 AM, Westgate Park, 0, -37.8316, 144.9089,"3_4_1"
1203, 3/3/2017 10:38:00 AM, Westgate Park, 0, -37.8311, 144.9096,"3_4_1"
1204, 2/2/2017 10:45:00 AM, Westgate Park, 0, -37.8311, 144.9098,"3_4_1"
1205, 3/3/2017 10:29:00 AM, Westgate Park, 0, -37.8312, 144.9096,"3_4_1"
1206, 3/3/2017 12:36:00 PM, Westgate Park, 0, -37.8318, 144.9085,"3_4_1"
1207, 3/3/2017 12:01:00 PM, Westgate Park, 0, -37.8316, 144.9088,"3_4_1"
1208, 9/2/2017 12:56:00 PM, Fitzroy-Treasury Gardens, 0, -37.814, 144.9793,"3_5_1"
1209, 11/3/2017 4:23:00 PM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9796,"3_5_1"
1210, 11/3/2017 4:16:00 PM, Fitzroy-Treasury Gardens, 0, -37.8138, 144.9792,"3_5_1"
1211, 11/3/2017 4:46:00 PM, Fitzroy-Treasury Gardens, 0, -37.814, 144.9792,"3_5_1"
1212, 11/3/2017 4:27:00 PM, Fitzroy-Treasury Gardens, 0, -37.8141, 144.9795,"3_5_1"
1213, 9/2/2017 1:04:00 PM, Fitzroy-Treasury Gardens, 0, -37.8139, 144.9793,"3_5_1"
1214, 9/2/2017 1:18:00 PM, Fitzroy-Treasury Gardens, 0, -37.8141, 144.9794,"3_5_1"
1215, 28/1/2017 2:00:00 PM, Princes Park, 0, -37.791, 144.9603,"3_5_1"
1216, 18/2/2017 11:51:00 AM, Royal Park, 0, -37.782, 144.9451,"3_5_1"
1217, 25/1/2017 12:19:00 PM, Royal Park, 0, -37.7819, 144.9461,"3_5_1"
1218, 18/2/2017 12:05:00 PM, Royal Park, 0, -37.7819, 144.9456,"3_5_1"
1219, 18/2/2017 12:47:00 PM, Royal Park, 0, -37.7821, 144.9473,"3_5_1"
1220, 18/2/2017 11:39:00 AM, Royal Park, 0, -37.7821, 144.945,"3_5_1"
1221, 18/2/2017 12:28:00 AM, Royal Park, 0, -37.7822, 144.9472,"3_5_1"
1222, 25/1/2017 11:40:00 AM, Royal Park, 0, -37.7818, 144.9459,"3_5_1"
1223, 25/1/2017 11:54:00 AM, Royal Park, 0, -37.7819, 144.9459,"3_5_1"
1224, 25/1/2017 11:36:00 AM, Royal Park, 0, -37.7819, 144.946,"3_5_1"
1225, 25/1/2017 12:08:00 PM, Royal Park, 0, -37.7819, 144.9461,"3_5_1"
1226, 2/2/2017 4:01:00 PM, Westgate Park, 0, -37.8301, 144.9073,"3_5_1"
1227, 6/3/2017 11:27:00 AM, Westgate Park, 0, -37.83, 144.9075,"3_5_1"
1228, 2/2/2017 3:46:00 PM, Westgate Park, 0, -37.8301, 144.9075,"3_5_1"
1229, 6/3/2017 11:55:00 AM, Westgate Park, 0, -37.8302, 144.9071,"3_5_1"
1230, 2/2/2017 4:16:00 PM, Westgate Park, 0, -37.8303, 144.9069,"3_5_1"
1231, 2/2/2017 3:29:00 PM, Westgate Park, 0, -37.83, 144.9087,"3_5_1"
1232, 6/3/2017 10:46:00 AM, Westgate Park, 0, -37.8301, 144.9075,"3_5_1"
1233, 27/1/2017 3:58:00 PM, Princes Park, 0, -37.7855, 144.9629,"3_6_1"
1234, 27/2/2017 2:32:00 PM, Princes Park, 0, -37.7856, 144.9626,"3_6_1"
1235, 27/2/2017 2:15:00 PM, Princes Park, 0, -37.7855, 144.963,"3_6_1"
1236, 27/1/2017 4:13:00 PM, Princes Park, 0, -37.7852, 144.9631,"3_6_1"
1237, 27/2/2017 2:55:00 PM, Princes Park, 0, -37.7851, 144.9631,"3_6_1"
1238, 22/1/2017 11:01:00 AM, Royal Park, 0, -37.7817, 144.9433,"3_6_1"
1239, 22/1/2017 11:16:00 AM, Royal Park, 0, -37.7816, 144.9429,"3_6_1"
1240, 16/2/2017 12:54:00 PM, Royal Park, 0, -37.7817, 144.9432,"3_6_1"
1241, 16/2/2017 1:21:00 PM, Royal Park, 0, -37.7817, 144.9431,"3_6_1"
1242, 16/2/2017 1:49:00 PM, Royal Park, 0, -37.782, 144.9424,"3_6_1"
1243, 22/1/2017 11:34:00 AM, Royal Park, 0, -37.7818, 144.9423,"3_6_1"
1244, 17/1/2017 11:06:00 AM, Royal Park, 0, -37.7904, 144.9572,"3_7_1"
1245, 21/2/2017 11:19:00 AM, Royal Park, 0, -37.7893, 144.9555,"3_7_1"
1246, 21/2/2017 11:24:00 AM, Royal Park, 0, -37.7893, 144.9555,"3_7_1"
1247, 21/2/2017 12:08:00 PM, Royal Park, 0, -37.7889, 144.9549,"3_7_1"
1248, 17/1/2017 11:45:00 AM, Royal Park, 0, -37.7907, 144.9572,"3_7_1"
1249, 17/1/2017 11:24:00 AM, Royal Park, 0, -37.7905, 144.9573,"3_7_1"
1250, 21/2/2017 10:50:00 AM, Royal Park, 0, -37.7903, 144.9566,"3_7_1"
1251, 21/2/2017 10:31:00 AM, Royal Park, 0, -37.789, 144.9566,"3_7_1"
1252, 17/1/2017 9:34:00 AM, Royal Park, 0, -37.7895, 144.957,"3_7_1"
1253, 21/2/2017 11:47:00 AM, Royal Park, 0, -37.789, 144.956,"3_7_1"
1254, 21/2/2017 11:05:00 AM, Royal Park, 0, -37.7894, 144.9561,"3_7_1"
1255, 17/1/2017 11:58:00 AM, Royal Park, 0, -37.7909, 144.9568,"3_7_1"
1256, 17/1/2017 10:45:00 AM, Royal Park, 0, -37.7902, 144.9573,"3_7_1"
1257, 21/2/2017 10:34:00 AM, Royal Park, 0, -37.789, 144.9566,"3_7_1"
1258, 21/2/2017 11:43:00 AM, Royal Park, 0, -37.789, 144.9549,"3_7_1"
1259, 21/2/2017 12:05:00 PM, Royal Park, 0, -37.7953, 144.952,"3_7_1"
1260, 17/1/2017 9:39:00 AM, Royal Park, 0, -37.7895, 144.957,"3_7_1"
1261, 24/2/2017 3:08:00 PM, Royal Park, 0, -37.7892, 144.943,"3_8_1"
1262, 24/2/2017 2:14:00 PM, Royal Park, 0, -37.7886, 144.9439,"3_8_1"
